ID,Name,Age,CountryCode,Salary
1333,msgtdvwpixbneldxk,61,256,2450695.5
1334,hmteepploaxukzemat,54,93,5542523.0
1335,knrbqkqdtt,81,367,8063090.5
1336,uugtycxggwydwgsjuxiv,98,372,3825769.2
1337,qnptlwrkempyszi,42,205,4931874.5
1338,rjfbvgimdxuuphii,26,83,7651874.0
1339,angmqsedrkrnllp,45,393,5905944.0
1340,jhhrcymagt,70,193,516460.0
1341,aiaatspzxxvxrpklaali,30,371,6958843.5
1342,pvywzevhfnxbpcgl,68,311,1414195.9
1343,scxowfsxmctrsvhp,40,321,424125.6
1344,bsynfofpwa,97,479,360152.56
1345,tzvltteefqcib,98,385,4281970.0
1346,tgxsycnktnend,92,165,3002481.0
1347,vcydvzkbbbvrskvxhr,47,29,2879742.0
1348,kdnoijoknnxpynsxp,72,2,3252479.5
1349,gjppkjwjukugjbclbfc,73,491,4360446.5
1350,tgpnzytgwttm,93,4,3826191.2
1351,cmaoekspioozybqipoi,55,179,908483.0
1352,fecjrzhvdkuyhzio,36,203,3484794.0
1353,djhlooqifandhnmd,83,138,2081580.6
1354,xqgtbcpyizebjp,34,104,825476.0
1355,ijeskqimcquzz,66,439,8108437.0
1356,bxjcqejdjpeblmpijg,62,375,2015370.8
1357,iazfxrkiopwjedayrzz,42,475,4144153.8
1358,eswzswhbsnpdyb,53,110,5202131.0
1359,racsxejdazyiqiwzz,24,400,723790.3
1360,ieneptilcbkdbyeirfzc,22,155,8213126.5
1361,ytbmuxqatlr,97,214,5191281.0
1362,qaxcjekebqkrfcn,21,322,3272226.5
1363,piecftooicubsp,86,437,2871601.2
1364,gbnmdffnxd,23,55,882172.56
1365,rgaunjqapqzzdqxyygg,79,336,4242378.0
1366,sqfzgszugll,29,364,1578809.2
1367,vfoaoxrextpmnlco,73,239,9518874.0
1368,pfxmnukshuzqfodqzsl,79,490,8016164.0
1369,hkkmiwrgowkjd,93,33,3592604.8
1370,dpilzagjbfexegfwgej,98,499,9111352.0
1371,tmveskqefmcehvcx,67,198,5856094.5
1372,peqlqnnttxqazntv,49,168,2375971.5
1373,sbjsrqndtacanwhhcqt,96,478,2875733.8
1374,osmahxshnbostys,77,119,7950008.5
1375,jhqtcdgkjbdcjgwlfj,95,10,1534339.8
1376,mawudkyitsjqvryv,31,42,6991609.0
1377,hwerutzdxb,73,287,7654167.5
1378,nochdmtddlioeixxuj,70,119,255066.45
1379,ohbptoomkzanzvluzjrt,51,345,3823856.5
1380,xrgpmgirmzfng,44,222,8556727.0
1381,ymxidiasiafutbvpaey,43,145,6905074.0
1382,thqphlivhqibpamaxv,38,158,1961149.5
1383,ergaejbotszifzrk,67,283,9733780.0
1384,yqgznnuhbqmnleegvyw,73,302,3445727.2
1385,rvxyqsgysqbxg,63,53,4777730.5
1386,yvdvmgllinxjbgpvez,53,239,9354399.0
1387,vtfknketlvbivebvp,21,354,9847182.0
1388,ecpbjuhcsasjvv,37,379,7925205.0
1389,tvocynveopouftneozjs,60,417,4644050.0
1390,uiktpwmizhlv,84,412,3806391.2
1391,keakeuuaxpuyi,46,360,6626197.5
1392,uymtehkrvanrxvfjcyyz,77,28,1786516.2
1393,epxwtggdhciwwlpn,62,323,3848718.5
1394,uenvfkwkvzkmn,29,352,7047145.0
1395,dnrosrcvcdlt,87,262,4505451.0
1396,rigkvmjpaox,84,463,9945720.0
1397,vetpgcjkdlfhen,26,139,4765370.0
1398,biaphabiva,97,329,6561691.5
1399,wysodwjnlnpw,70,127,4710798.5
1400,skqzsykpkhfnakbxgii,50,33,4989103.5
1401,samtkjplkjjjxhkxwq,29,477,6319416.5
1402,qwwdbkgvdyju,44,192,9906475.0
1403,qrilfqedgty,36,418,2629704.2
1404,lxfwiexwbsrpjtgh,98,228,1700373.5
1405,kppqxlnqmhinceh,91,17,2555516.2
1406,nifuoheiytasfqverco,89,133,2246482.5
1407,pvgmhtgjxlo,65,241,2149404.8
1408,qijomhcbgnhsvtzgqetd,47,140,2442470.8
1409,qgtkvhzgfyvnbrta,80,89,4088316.0
1410,fsejmbgxpbsg,31,32,2304421.2
1411,agcmzvotjsolwkkkhl,81,51,8820997.0
1412,emfjpthssgt,74,339,6076977.5
1413,adtxmrjzjcydmpermh,76,210,326644.34
1414,fyxufwzsbfj,91,462,4662007.0
1415,ccflxzbhxrg,50,249,369226.7
1416,bukjpbqgij,71,479,7722562.0
1417,wloqrukifrtew,37,110,6615483.5
1418,qeqdiqelxsr,81,321,7242727.0
1419,ehfmrpmkvpgfjcytpyz,23,181,9036902.0
1420,vytlrbkirwukcxxvc,47,144,7977060.5
1421,fotonkaypxfbzrye,97,404,290617.28
1422,pnxpidjvpguqftw,42,169,493507.1
1423,rmnvtppdhoeuudttkeo,28,72,9842880.0
1424,evmtazvcbqftygiofjv,22,375,7762586.0
1425,zbokucuusk,78,13,2927654.8
1426,bmaaeyhfmkkgrldaqfrx,61,275,2743154.5
1427,daabztapsf,38,275,3051709.2
1428,hbmfrgenzleurnqw,75,173,4293060.5
1429,pnpmcfrzvkhtvpliy,73,56,5630603.5
1430,wjwimwbdbgp,44,249,5287977.0
1431,cbywjjabookhjl,63,114,8270536.5
1432,aezjvdvpexftcftfrovf,67,92,8999395.0
1433,nxxngyfyuratenlgsyf,90,285,8314721.5
1434,bndbncqbfhqxkyrn,92,70,1603819.0
1435,iyrunlelyvnadrsknr,48,180,3543938.0
1436,rxglypngwluxqw,84,183,4863152.0
1437,xkifbqpxvdj,98,356,8875360.0
1438,xuihopuxwhkrk,56,241,737613.7
1439,gkzhhffzdtbjoxqseg,35,2,1803286.4
1440,hvyxvdzlnozubzlmodiv,80,407,7377260.5
1441,nwcbbdxhdwj,62,426,610616.5
1442,xaymzovzsioranby,24,184,3242422.5
1443,eemqyypcceppt,43,3,1948796.5
1444,ttalskflsmgskfpfe,60,141,5252798.0
1445,ledexzjqenny,77,85,5987378.0
1446,spifrrrlgxb,75,490,4196347.0
1447,wrzyvktykmtxp,55,76,4803613.5
1448,syhaarzjqq,21,191,7573686.0
1449,roocqxlykep,100,152,6972427.0
1450,fvsxjsczeplvhlszzpo,100,417,6938149.5
1451,wqkqsrqkgykkj,61,370,9034404.0
1452,azylacilpwq,32,332,8041656.0
1453,puxzyiiukxmpq,88,25,9820862.0
1454,azljaddkolane,80,314,551457.1
1455,hfqxcunxownekwlshv,42,25,6927409.5
1456,kohigtrcoxsvyz,95,472,2487898.5
1457,uucievdropzlyo,47,439,9040392.0
1458,rntbjahrypppplp,66,412,6069896.0
1459,aqxkaikegadrhkdvsc,43,477,9423049.0
1460,hgtnzmcwajlvwxo,20,426,7313635.5
1461,eqoribddfzobgqkq,71,37,7787421.0
1462,oysydhlezpvxhgoii,20,304,443920.1
1463,ucuczcvmpmuzp,44,124,8040324.5
1464,teycczkfoniygxw,76,160,6892118.0
1465,qquzwelfeqcjcjeapzr,84,206,2255153.5
1466,dqrbfytdtlsjgvluowjm,44,447,2918002.5
1467,otbdhrenqrijambdjysf,79,282,3972684.2
1468,rwtvkgjepmvu,37,208,1251507.9
1469,muixbaiqocz,80,291,5684552.0
1470,atzdhmajbdczymduwj,45,422,7400391.5
1471,jyfynvwpjkksbpyulo,27,242,1649276.1
1472,kovcodwavkx,93,248,9196875.0
1473,pfixaqgbksaogdxtrh,86,78,3951923.5
1474,wwhnvwuxncmtd,30,451,3255660.0
1475,acxbfdctqhmlxjkzmt,61,276,2071719.1
1476,pytwwsnhsgda,28,261,131008.97
1477,vklqfvflhtf,48,407,2701571.8
1478,fydnbsmfzavaym,71,382,9688345.0
1479,dlxzxfsiinyakdcrngf,100,329,6131264.5
1480,odecalpvrncwtkgpxo,44,74,2514976.0
1481,tukiyjeavdc,50,62,4624634.5
1482,urxmdbgifluvi,56,203,9301286.0
1483,rcpkuagvspzcslibjw,54,40,7470652.5
1484,nknxirmwppdnavqwvgnm,46,228,1589410.4
1485,xspkwcidddjt,27,336,1609231.1
1486,zpohlhthgrlvmkpoyxl,67,95,646471.3
1487,tezsqgwtxtld,97,223,85086.43
1488,laqnihjtuyrhxegovn,65,302,635100.06
1489,pxgtsywswfktgsmv,92,472,7464514.5
1490,uuzxtdtegnrxmdlqjbd,88,405,8636562.0
1491,mvfihkdlrjogxmgbaxte,38,202,6284177.0
1492,oufpoxkgjedrauurc,46,78,1810142.0
1493,xbkhgemqinvigkq,77,434,3072422.2
1494,otxjsnfgzfxowmxdsuq,64,26,3869653.2
1495,uehckcgnwt,71,282,3606212.2
1496,aeytelnlzeoe,73,92,6126744.5
1497,ajhvvrwufvcnhadodwnn,90,123,2930908.0
1498,lhrmaefdgazf,40,441,5415051.5
1499,sovspoawmznivxv,44,450,4244276.5
1500,rdujqmrnvtzb,29,291,221251.28
1501,dnafpctjgcc,20,377,3893824.0
1502,kbnwvgzwwib,97,266,6943041.5
1503,runnaxqbcupxbxm,54,156,1206543.1
1504,rdjfohpkfawu,45,214,6595945.5
1505,bfcncgzeyzwpr,76,401,7697224.5
1506,porbtllazkjgsiwcr,47,98,8595832.0
1507,vpqvixkfkvwltry,65,60,2171199.0
1508,ekuhaysescknaeauj,37,245,6447527.0
1509,kzlkekldljdvqedcnn,38,111,5803106.0
1510,iqoqrxwvzxnnutjusu,89,432,9418644.0
1511,yxlmyojhascch,37,423,4448287.5
1512,mknojrmumwpetltvalcs,35,315,1098295.0
1513,nuekcwlgbxnlq,36,113,843255.9
1514,qrfhdgdranajdawz,28,487,31193.645
1515,yxatpzoceualvugsgq,71,474,3949370.0
1516,rivdehztmuoh,24,125,1586790.8
1517,vhnqogwjnxrgzoz,43,73,4150824.8
1518,afgttewmksj,38,4,7421175.0
1519,tbgtpzdfanjwlgmmyoma,40,208,3157677.5
1520,nrhobxezlbvvmwldzig,76,133,1890159.2
1521,dotiownefts,44,477,4623847.0
1522,ufxcajrrevwhjgkywmy,69,204,3019694.8
1523,bvvipchejfqggdzdzefy,71,311,56619.54
1524,olkqtpulayeaisiyjtxg,62,14,1396446.4
1525,vyemofcnzotpsoqth,46,169,4546992.0
1526,zlaccklsfymbjhto,28,298,8644122.0
1527,nkeftdfiqi,40,207,3308284.5
1528,zarhpymsuo,99,237,7059824.5
1529,ijnadfxqvexoatlw,50,276,2549839.5
1530,tfqcxlupfjlc,71,363,9410174.0
1531,rbmydwqcaiu,21,422,1891018.1
1532,qknpjeenekaql,97,228,6685117.5
1533,lspoilgipsi,86,67,104607.35
1534,ogtsieqdjd,39,102,7563077.5
1535,zpvqvzkmrf,77,12,7333130.0
1536,ilmrcynzqvektsswnl,20,498,7128464.5
1537,cnknibzpisqdwea,89,295,3848940.8
1538,echmfworvnxfa,84,180,495769.66
1539,ycunzlhzvnikinwef,58,13,7776344.0
1540,fnmsmjyutqqfyyennhj,47,66,6092945.5
1541,djrjdoisyryye,83,398,2503454.0
1542,lbnyhaamicvabizpg,89,382,1443854.2
1543,bhlzwythylnuxv,26,86,8726133.0
1544,lwhyokyjaanx,22,202,3447982.0
1545,xnhoposacfmpisszame,46,158,655186.06
1546,tzihnjdwhjlqdyd,36,30,3785618.0
1547,edynxrzhgj,69,121,597255.06
1548,hjwgvvianrozwbmud,64,385,8526112.0
1549,blyhuwpewztbrptbsfs,87,159,6585763.5
1550,kmtrfwzrflpckjectvvo,76,416,3163571.2
1551,unfozxzcfamxuzw,96,290,7335123.0
1552,jxfdzgiyvlpjfufef,69,270,8146714.5
1553,ungrmsfbwfmdxwgrgvyo,62,367,2484159.0
1554,icaxlviptqkpokzcq,85,312,4276341.0
1555,ibhiqkcyvpplfkkqughe,81,448,9525713.0
1556,dkdimbswgziegvzmcyq,84,304,6779450.0
1557,fjcyrrzyzouiyqiop,25,200,624650.3
1558,vpvqouhebrds,90,289,6989872.0
1559,gragotzdovqqzukspt,44,444,4727610.5
1560,qrxwucqwoyam,74,290,4485195.0
1561,wsmfcyxtomtmzbdlpqk,34,465,1704864.6
1562,bkmjwtbkxn,23,109,5061389.5
1563,olphhwrrnjhkmdhavb,76,244,4250073.0
1564,jhmciudtdxg,80,327,333861.8
1565,msghsatwfytcucqjcnp,83,4,2776680.0
1566,hhlprylcqgjwcyhxd,52,93,8276428.5
1567,nkokeqeddoilc,81,115,425935.16
1568,ueolzmsxbndjzfgxr,93,199,2781464.5
1569,xkdetcwbnp,57,52,3804197.2
1570,svrmirhboqjtcmh,40,34,8029730.0
1571,tuwntdvgqvvl,85,289,9496866.0
1572,wqirxhlkqcbcz,29,449,3959806.2
1573,dzqrmqbnkwxuymifiyb,50,144,8537535.0
1574,zcfhdhmfswporgwnk,31,341,7536550.0
1575,zzkkvzvqzgmqyixr,53,3,9661900.0
1576,fibotvybtzturwmmk,98,64,554988.06
1577,viotwydqyvrn,57,342,7267860.5
1578,gkssufepwmqdl,46,351,997923.06
1579,mepxbfowqdsspmkzjkwq,63,282,465798.34
1580,sanvtixazewdedzbyqew,38,158,9587836.0
1581,tlxpqozwmfsnmmfoaovw,27,375,4261175.5
1582,wxbqgpzdrcacl,79,228,3545416.8
1583,kbgxhqrgbsjygm,89,473,1593263.1
1584,rjspokbenlpbnxysjqd,48,229,6208577.5
1585,jsgbqtyotsyovygic,93,239,9862559.0
1586,kohhdkosgapuuaovf,36,178,2903202.2
1587,yzwawmhezlrkopudamh,20,272,6049635.0
1588,rcvhzftzasjbis,96,33,1923374.9
1589,ssmiucdujjgxifiz,98,163,7986478.5
1590,rprbmucinl,78,395,8998146.0
1591,cvfmttxqfrmvheqv,19,308,3649474.0
1592,lmhylmheixmbryrdwpf,90,168,3431852.5
1593,mxdwjlfyzggiowb,42,6,1005820.56
1594,pugcwgaefcfdcpge,99,276,3657980.2
1595,jqdjjzqvsoqyt,24,485,6416259.0
1596,wqvfkfvcxsa,46,404,3489280.5
1597,uqdycxoyzdjbyhnk,83,478,935452.6
1598,nfsvpufbygf,90,450,5816476.0
1599,pmadimunycyfoscnesc,54,452,2846238.0
1600,whdmwtggwfllx,91,95,8555866.0
1601,dlpzrzvzsjrfvzgwfxtv,98,129,3746705.0
1602,chajehqvfhdiq,47,338,9920711.0
1603,fwiwspcega,44,462,4657079.5
1604,zytduqquldz,53,372,2173510.5
1605,jdwbipplukxr,33,473,1099875.8
1606,wrmgrxqzkbiebjltuu,73,145,5446372.5
1607,tvhovmmrsmekqryudiq,57,149,8504647.0
1608,odydlrmeayr,40,385,5328506.0
1609,dvpddriuotibej,94,284,4658242.0
1610,ookpjcoeaiwceoin,39,186,2387762.0
1611,flxwilngsjocucxosv,64,435,8784625.0
1612,pggulnnsmbskducmkdb,64,78,3935427.0
1613,cukhjgpoztjgqi,19,60,4332639.5
1614,mdoesyumcqrjxinzx,62,444,2432038.2
1615,waoirogtpiyxroqhrqy,43,236,2858023.0
1616,ksgfkgxpgsep,24,237,999547.25
1617,gfckilfhnxgcli,63,135,5651434.5
1618,hyyxlbrupgdfqgab,43,40,4240229.5
1619,temdxtoxmedugoe,44,173,368533.5
1620,lhgkaqvtigmdyk,44,334,5096311.0
1621,pssqkoetan,94,423,8286770.0
1622,xnprrdyqnajv,21,356,7174829.0
1623,xnykwcurhl,50,107,6503126.5
1624,nhmjwhixxvf,89,402,4219954.0
1625,kkigciuwputhgnoezqb,33,95,8375229.5
1626,glcdapnyyplatqcdmwgu,73,471,4104889.0
1627,vxeuzudbaiey,99,261,9546004.0
1628,asqvjsvrnahhoftfaoxj,96,451,2591505.2
1629,ippouollvqchhele,62,142,417632.3
1630,hzlvuwztgi,99,404,6103362.0
1631,jrpiosaroscsy,72,484,4573213.0
1632,ihgqrqzfjavjlykxo,91,178,9056061.0
1633,dbpcgpenrjortd,87,465,9452120.0
1634,nuvxjmncrizwdnjp,40,190,291446.38
1635,kxwtplisaekojkbwkvh,47,13,3031625.8
1636,vhifomubxjmi,28,340,6705714.5
1637,qwkvwttnti,63,72,3068312.5
1638,kfivmkcvdaefq,48,334,4480030.5
1639,qwwmmdwbonniufttt,54,293,6858655.5
1640,vttgqlkuzkkhwzephiyv,48,52,406246.16
1641,nzjkarrslasdirqu,36,132,3325226.2
1642,bktsuqkrgcrdviza,28,396,6168229.0
1643,lanqdowmjjmmthrog,42,181,2066720.8
1644,vgwiwtvrjhihsitmonis,79,271,9143203.0
1645,inlrxjjccnvwcvch,71,163,6404943.5
1646,vjsrmgsjszamfdjo,98,132,8761542.0
1647,dcvvwlexpmo,57,115,897016.94
1648,zbcruefbyfloz,41,327,4281476.5
1649,lmrfwvuisrukxcsjd,50,337,8955388.0
1650,glaarbtvofejdwfib,38,80,9320122.0
1651,wliaujtgwptpjqrmgyjf,73,282,1016504.0
1652,bjitponrckeipme,30,437,9800678.0
1653,fjymmirtimoxuvwm,19,456,3646551.2
1654,aprxgajfiw,58,459,1806102.1
1655,rgxtobaycnjjvwjj,69,22,1278524.6
1656,qnbsbtiisx,72,53,1774481.0
1657,elhcahqqequijfibwt,25,389,7008517.0
1658,fbjrurpqvwzukl,86,278,9601940.0
1659,qkzygwjhptv,46,40,4513210.0
1660,uosbprhmzktewnzkxhde,26,244,8317726.5
1661,gbrxktcvapegu,76,327,2656538.0
1662,dssqcsqtegslsknv,36,464,5283912.0
1663,xgatojkluwq,63,430,1082885.0
1664,gbgmgsvtxqhurq,80,121,8086284.0
1665,vhuhnwdnjgqbywc,76,208,5508016.5
1666,cmnwftjeciefh,72,177,3361217.0
1667,gsxvnruhscnntsggedc,30,386,1683062.6
1668,ifsbqcmeolry,81,402,1370868.5
1669,luhswryxztbfnnfdn,66,281,3518398.8
1670,wkttronrvjuomxmh,18,451,9402722.0
1671,abglpnpsngel,92,298,2463198.0
1672,maufiweamdvsannze,52,450,7721307.0
1673,jngvqgtxisaodyu,96,306,4206936.5
1674,lslofmncwszftvosxpz,55,148,2947851.5
1675,cscfxejzds,48,172,64200.58
1676,nivzuvsiadpmqn,62,283,3757638.8
1677,whdjrvoljdxjqmdzv,80,196,3211703.8
1678,oolichqegzntr,100,459,495162.28
1679,fiyzbrwakditqspi,42,335,2936718.8
1680,vhqtsxxovczkqtorxu,46,26,3880352.8
1681,oplccigblor,33,308,1143706.8
1682,yyiumlgfnrlcjbjnpe,69,46,2163066.5
1683,oszomtfqtwmtpzo,78,194,9334761.0
1684,kewpzpeghbuwcqvy,62,476,585750.3
1685,fdyuhteses,43,314,5936836.5
1686,phzqwzwzhflyh,43,194,2144647.0
1687,qhwuvqlljizu,52,116,1918887.2
1688,rsfzdlymogybah,83,348,4196525.5
1689,pyzwqacyuzoh,85,250,8997443.0
1690,mdkcufknyracho,39,438,9518712.0
1691,fvqdcgvxuros,86,98,5916178.5
1692,orwkpfnzkzyina,44,271,9334793.0
1693,jvonghxkjz,45,387,1006288.44
1694,cnownhoipsemzxdwx,35,6,5341525.0
1695,mhpklqnhil,80,270,8453873.0
1696,cahexbgskqapi,92,375,6255505.5
1697,zncyutygdbkbzoq,49,246,3947126.0
1698,uywdyepssuh,59,204,2088835.6
1699,ofjhfhxjvwcymmpm,97,97,3900580.5
1700,whhhkrfgtpdxv,84,40,4204742.5
1701,hevusykbgethjwixyryh,52,498,9525559.0
1702,ycnjqdqbixm,22,325,7659635.0
1703,cmbujwhvbilliliecnao,40,444,5948655.0
1704,nsbfxmgqxowte,75,70,4828388.5
1705,enfqoaeueaivgzwfo,38,498,5761644.5
1706,oerqfpxxnozvwwps,29,462,3327662.2
1707,wfalytemmhsjkxtd,34,8,5576949.0
1708,tzbmxzejkyvwbtsokw,53,320,990175.1
1709,bbufsfmotjx,19,71,6333797.5
1710,conlbmxbcpsingdrpljp,32,6,636708.2
1711,fjbcmoqewwpptxonrpq,76,35,3006941.2
1712,hrvkecewnjib,25,255,8419428.0
1713,wmnzerunzmpkwbokxi,44,260,4815340.5
1714,kivvbuzdkbbdddgv,41,32,8516087.0
1715,mxxvfnabsphczquehhv,73,179,6086457.0
1716,odhupibjawedllgqiyu,87,205,8742594.0
1717,szqasnxriifjwznwk,97,88,4851148.0
1718,mrqbnlgkiqrqeitji,87,339,8416359.0
1719,whrxbagvkofpxuchaxk,60,454,1190739.1
1720,yictcdjmmnraca,89,136,5592849.0
1721,pyjqklryjb,38,252,9618577.0
1722,gbpbotjqdqsqg,28,269,1464325.4
1723,eeiptuvvlocewja,28,251,1436937.9
1724,ilpxfjcdpxrof,64,248,4683836.0
1725,skwapbsbaacg,23,67,9604738.0
1726,rfpqakjodkgukfopwui,84,470,9276582.0
1727,dehomxhfxzppx,80,117,700476.2
1728,svbclccvtt,74,473,1589918.8
1729,lmsmaqzttxgn,20,403,7295498.5
1730,vhlfbnmowzi,34,57,5759559.5
1731,nqdullagaox,87,494,7240589.0
1732,fwtyvkzqbwayfgupjbd,93,304,1226987.4
1733,zyajdgngkjapab,83,425,4257246.0
1734,yfwfdoxhicj,75,488,4917279.5
1735,erdviocsyezyekrdnpr,39,384,3569737.0
1736,abbupxlvlsbjjsznsh,82,413,2986206.2
1737,aelgfudeojxpret,64,308,9212777.0
1738,tuplyuoetzsblubrvo,91,86,3194213.0
1739,xknvipihsvodaup,31,180,7112202.5
1740,mzyqbwapeg,81,465,8543971.0
1741,nztofxnmcquibwhco,95,47,1957554.8
1742,klqifqdmnqzrdz,81,361,323843.56
1743,vyyfivramlj,52,164,1011391.2
1744,bnwjhlywefp,39,229,2561061.2
1745,khlrmskuogdcgrhbpq,64,454,4679507.0
1746,ymkwtalpxyzerwlgecas,90,76,1039225.06
1747,jefhrelpftkbklzckcs,68,31,4672399.5
1748,swvuoldbxjumfg,72,238,2883472.0
1749,kkqjjczdhnjep,18,271,9766364.0
1750,uqengcncmlavxqymodj,69,175,9647210.0
1751,wmjzepzgahtmlep,82,311,7029675.0
1752,ajcbqdmrybpywpiztvdr,44,361,8162756.5
1753,qvmdmivqmtqs,83,342,7285193.5
1754,tqgrgcaaamdmzgzospmr,35,73,8552591.0
1755,kcdabdysbd,41,499,1551138.6
1756,wfuayibbiiz,76,251,9797970.0
1757,fwsuaaokeeij,29,78,9776291.0
1758,ntzcmwojdm,40,483,857317.7
1759,lgbredriroj,54,243,4330749.5
1760,vbhipgkaphknxx,20,107,8153051.0
1761,rombdyojmr,59,163,1034431.1
1762,enxctnsjdzofpk,28,190,1518470.9
1763,dyctxmfieetjx,48,457,5668720.5
1764,ydkkholxzzf,77,100,2585292.0
1765,ofvuwulbsqpa,34,87,6353142.5
1766,nkqmguaibrd,84,280,3925700.2
1767,zsmqqichcqeihojneyf,54,486,914461.9
1768,sotqbbnnsasijuiu,24,222,1998940.2
1769,iwsxauylisxlwajjkxne,34,45,6958147.5
1770,qztzcrpmnqcqa,37,233,1707368.0
1771,syklscqgstcirpxr,81,38,9395414.0
1772,gebzwbghsldqzaiq,18,349,9573264.0
1773,wxxciahrkwzu,26,469,1671067.4
1774,nagdwgacunznobbl,47,288,3988465.0
1775,qfimgergubzgzvufjrl,79,57,6524928.5
1776,zaizvkrxjjbyigdzgacu,49,105,7755321.5
1777,npltrlnvkwx,55,388,5349003.0
1778,ozebhxqwedlmbkzaw,82,417,5935035.0
1779,ualqvqlxnokn,69,144,5949309.0
1780,uikcrwmpveih,43,233,9401758.0
1781,rncugeuqojsnvm,86,335,393545.72
1782,tumqelxhoh,72,313,2310218.8
1783,pxcmgvbkppiemgoimfw,42,324,7363404.0
1784,oeaxizbqccthhuc,87,110,8543144.0
1785,iqkkdecmbuaiaexgbzt,40,468,4163409.5
1786,lqerlnijjrscrjwu,72,14,6863368.0
1787,kzasfzfdcutjk,91,445,4590351.0
1788,vreucbjqvg,18,104,1153421.6
1789,tijhvameyygjmtt,48,129,8972664.0
1790,gkqivvuinifrhhdmxc,100,478,3940212.5
1791,dwvpkowupeonuavzhxvz,76,274,5133018.5
1792,mjawuxgocmwjvphdwz,41,352,7674360.5
1793,fbgvojvlewyupmn,77,395,475916.75
1794,mwmytysyrn,87,187,4848184.0
1795,mclraghgaqpuqmircx,41,266,803315.25
1796,jcyrenutptjxuwfbsi,67,414,6083272.5
1797,tcdkogneyalzn,36,223,5595668.0
1798,joqbdqnyocctdzrw,35,240,1700813.4
1799,kyxehjrridzesifpm,61,200,2590327.5
1800,evfobethzbi,65,102,6814892.0
1801,djqtrwtldjmwbqmil,95,216,9142874.0
1802,jrhbxmwiqrgzgiyfdfoq,97,386,6983537.0
1803,apqpxtsagaix,91,369,6733251.0
1804,zweoabgkrkwzmkicng,48,406,9774881.0
1805,ltkueirszfmimjxdzd,55,500,3300454.8
1806,cqdubvpheuwumpn,27,179,1588120.0
1807,unohhtiksl,33,366,2317797.5
1808,ucqwbtkgtlglgml,44,38,3497789.5
1809,xrlmllcudhcdwor,83,436,1048452.94
1810,piakbwskxhzgykpsp,22,112,6025416.5
1811,vwvbnmdcakxrrsocciv,61,348,9649081.0
1812,dqlkbwqylxxqvkdi,80,192,7816916.5
1813,gmfznmksmcuzzp,88,23,1216579.9
1814,zqbxeodqotofspobeexu,28,295,4792774.5
1815,rojtqdedlpomumcjatkr,78,435,8410625.0
1816,vfyuxhebxwpytsbuulvd,20,483,3411161.8
1817,zlmoikvvlmdilvkfvuc,78,427,2452437.8
1818,bikvpznueecwayrst,93,330,8097676.0
1819,mrjxwlzxzynkpqgxh,43,19,2155526.0
1820,uxerhgazzfhcaxauil,32,216,4552030.0
1821,deklwmquzkzpbj,38,468,7253621.5
1822,cgyooeqxzevyssqonvu,23,107,6362051.0
1823,nkeuutqotogbnq,50,104,2187485.8
1824,wpqiwgveraxlsavabb,50,136,9184566.0
1825,paccyugkmccmskwujw,22,230,7053055.0
1826,rujxqdpgenwmsienj,19,90,3992924.0
1827,gyyifbxztfjtp,76,76,7260517.0
1828,jrhonvcpkqrbgtfnwii,22,448,3090752.2
1829,yotntkgwnbu,91,226,9868431.0
1830,qewjkjpxajbcvhoz,28,278,26930.762
1831,urwyujrqenwh,28,468,2886944.5
1832,skrqihuayawnaeycmb,89,412,883373.56
1833,obhsaqisvzgs,57,72,3397022.2
1834,tkktrfrnnuurkkxvi,40,25,4474593.0
1835,yzhbxkwbktnivpxcdki,67,432,4227680.0
1836,robwonpitqhtfa,48,379,5613345.5
1837,dovrtcvmltfzkekqsoqn,29,445,6784644.5
1838,gxgwbiqnyqxprebu,21,429,2907114.8
1839,irbgpapfollf,22,12,2605472.8
1840,ybjokfeszbmyvdfcrgf,47,77,4093623.8
1841,bcsatrwclvtibfyuikpp,80,32,2236050.5
1842,tpzzlyvhdvnnbnp,66,427,5272149.0
1843,twqxqtysuyjcssxkse,97,436,7399791.5
1844,ekmtvqoatadisuvis,45,337,6000497.5
1845,rbwehsazytvsvgirn,21,364,4721404.5
1846,rpdhhlnxqcx,52,419,2684963.8
1847,yojeueslieusxlc,30,339,1457172.2
1848,nhibnotfejoobynv,82,330,9344556.0
1849,dilhniobgeqllz,94,257,1328890.0
1850,plbqkmkuymjznfwr,26,331,2429533.5
1851,wruxmsfoshjuqkz,84,319,9881761.0
1852,reiaeybqddm,68,21,2038379.0
1853,ymafmhvhkowemi,62,283,6306360.5
1854,rkyfmwtlugkdvwl,53,446,3401093.2
1855,snrrvttqgslfihd,93,57,4104976.5
1856,notophhggg,82,424,1659858.1
1857,lkqoiyxcmgn,20,352,9024089.0
1858,ndbrrbprgljjofau,29,273,3326925.0
1859,pxtdoagwxwhisuzxmi,41,213,7101444.5
1860,ncikscloojbttszw,20,340,1836682.0
1861,cnkyzrdigbh,76,420,8404582.0
1862,ivlhmmmgbpio,48,476,4279704.0
1863,mcuilqusivplxihibkv,99,462,2414970.5
1864,uhmpgbnjewwbnlvbn,27,9,1268599.4
1865,iujyxqzzwses,28,199,2736438.5
1866,kvdtztjxbxvcfu,48,275,3041325.0
1867,wagwohfliytrvtcuikrt,80,56,1841976.6
1868,sdblzvcdpppiniwa,52,308,8678238.0
